1,79;1,703;0,824;0,697;0,8;0,577;0,826;0,598;1,133;0,722;1,806;1,794
0,987;1,016;0,481;0,606;0,733;0,527;0,919;0,575;0,995;0,739;1,856;1,856
1,642;1,774;0,777;0,597;0,757;0,542;0,859;0,595;0,897;0,823;1,8816;1,736
1,614;1,59;0,723;0,567;0,81;0,541;0,899;0,541;0,872;0,897;1,67;1,45
1,715;1,705;0,723;0,573;0,808;0,53;0,924;0,546;0,991;0,657;1,725;1,677
1,597;1,648;0,745;0,556;0,788;0,523;0,871;0,631;1,016;0,717;1,626;1,609
1,248;0,896;0,499;0,423;0,502;0,469;0,605;0,445;0,923;0,645;1,758;1,666
0,611;0,684;0,452;0,385;0,387;0,417;0,745;0,497;0,842;0,516;1,13;1,666
